i_iso3,year,ap,eu,i_pop,small,i_gdp2,i_depr,i_fele,i_name,i_urbanpop,i_pc_mig,eflow,emig_rate,ln_emig_rate
ASM,2007,1,0,29565.30455369679,1,3027.7234549341783,NA,NA,American Samoa,0.9435358275229577,20.511952394485867,NA,NA,NA
ASM,2008,1,0,87874.40533292852,1,11264.238777409417,NA,NA,American Samoa,0.12499774921117124,33.958887735890954,NA,NA,NA
ASM,2009,1,0,102956.77877874346,1,19243.285989696204,NA,NA,American Samoa,0.5767519937186777,21.44880957256163,NA,NA,NA
ASM,2010,1,0,36276.23185129464,1,6705.066858010614,NA,NA,American Samoa,1.112688849390926,40.36884560496973,NA,NA,NA
ASM,2011,1,0,34604.93944172189,1,10076.757453145028,NA,NA,American Samoa,0.11126921678081159,40.28685999456052,NA,NA,NA
ASM,2012,1,0,35954.235306639646,1,16527.74159025412,NA,NA,American Samoa,1.5017398838989342,12.860217089382552,NA,NA,NA
ASM,2013,1,0,89281.12387203914,1,15518.730554586102,NA,NA,American Samoa,1.4374428429642432,30.370001475484294,NA,NA,NA
ASM,2014,1,0,54929.44384103436,1,20485.37022271537,NA,NA,American Samoa,1.0768114259082713,80.00127807554482,NA,NA,NA
ASM,2015,1,0,83223.31719573363,1,21164.323497439163,NA,NA,American Samoa,0.6759812964687207,56.383074591474326,NA,NA,NA
AUS,1999,1,0,20220294.95148669,0,34658.499775456396,15.618788691224882,112.89711700546556,Australia,1.0627647197840457,16.519694260657204,NA,NA,NA
AUS,2000,1,0,11878065.425948443,0,27711.122303315417,25.774829994873556,39.294093227107076,Australia,0.5604806681293923,30.47098999975295,NA,NA,NA
AUS,2001,1,0,7838591.662575116,0,26389.890575132435,6.747960922221271,123.3446495800838,Australia,0.788728320954321,35.35553304272068,NA,NA,NA
AUS,2002,1,0,29276544.202526394,0,17666.25641982747,27.454095092125797,59.56346443763933,Australia,1.4999073405495817,29.454981067506555,NA,NA,NA
AUS,2003,1,0,14103907.674040586,0,20941.131902556153,34.741231371383364,128.2168926742114,Australia,1.5242053851063135,17.27370140056083,NA,NA,NA
AUS,2004,1,0,9305621.88035964,0,31143.243106508125,4.1765133058209685,60.74658548524603,Australia,0.9018716144944657,22.96462230970235,NA,NA,NA
AUS,2005,1,0,21031164.871077213,0,8724.35992320117,11.223318649704893,37.819300328958775,Australia,1.3016160350464974,8.035720148958934,NA,NA,NA
AUS,2006,1,0,33896300.65281773,0,40469.80509351778,25.193628166565937,64.19595933945385,Australia,0.818193930397788,33.42014426266306,NA,NA,NA
AUS,2007,1,0,9592728.559246512,0,65525.69107680132,12.757137106447269,29.30235824287869,Australia,0.7172270929018613,25.66979495587109,NA,NA,NA
AUS,2008,1,0,37770036.14410566,0,10583.172411981854,29.502481852702417,37.84477962258272,Australia,0.6559766910721576,29.159025860993843,NA,NA,NA
AUS,2009,1,0,30787460.262942363,0,20644.742971383916,29.0822162127809,40.73526741465553,Australia,0.9780115483568381,28.634014356297918,NA,NA,NA
AUS,2010,1,0,14171130.766119406,0,74584.35926863336,17.407076666203338,93.60379420705141,Australia,0.7920337017588756,36.01112631305975,NA,NA,NA
AUS,2011,1,0,16350789.908963008,0,11839.064057358053,18.631100631549295,125.6700742583163,Australia,1.1224514232330023,23.184759897982097,NA,NA,NA
AUS,2012,1,0,35399289.82020553,0,55979.40087893828,13.087949588320605,90.09068478218279,Australia,1.5375452742745614,31.216367151923105,NA,NA,NA
AUS,2013,1,0,8399767.371659737,0,71608.71886534922,18.301606391029313,26.865088228052485,Australia,1.0679489583108461,50.26327753695624,NA,NA,NA
AUS,2014,1,0,18965769.839907262,0,65114.405756379376,36.89080230151653,104.06714174205437,Australia,0.22363792285277595,45.9116863640199,NA,NA,NA
AUS,2015,1,0,36214349.95765685,0,90720.82002897243,5.878661767726236,11.414576086634767,Australia,1.5538531959247446,41.17398940021167,NA,NA,NA
AUT,2001,0,1,3370090.5650697034,0,4076.1627130149827,24.615026911489057,62.08856319133193,Austria,1.099665137906852,9.308240329894396,NA,NA,NA
AUT,2002,0,1,4720026.564014938,0,17397.18653346377,12.220700262970587,154.67277805550955,Austria,0.8568447467235989,12.918008206143183,21027.826010444554,0.009403981025112262,-6.67977109511102
AUT,2003,0,1,14095683.561620537,0,39966.350035531126,3.9489548135815795,154.33380132780877,Austria,0.5783902308161487,23.870695310311312,79806.33182436405,0.009528772029929024,-5.093636013560427
AUT,2004,0,1,7762564.301310114,0,55575.82982027631,9.367458216866108,51.28281417256221,Austria,0.9487465134605421,2.2095851436332374,50565.0895595578,0.010327560279618207,-4.444712999401669
AUT,2005,0,1,6540403.665323488,0,70475.47848888302,32.38259298880586,153.7010566316452,Austria,0.9688687072324367,13.531180984111636,85020.03261035943,0.0022158594639515245,-9.24887594685789
AUT,2006,0,1,990603.2097517904,0,59821.20024919159,23.59241068030112,71.08257728403434,Austria,0.5886734090434499,21.482460951284075,83884.03237817317,0.005323181469713861,-7.334803169667381
AUT,2007,0,1,11867819.073581059,0,20755.661027003953,34.68956176196653,12.095386151005513,Austria,0.5052039397020247,14.277824563484,83895.30006966912,0.007250822175710976,-4.382203643268489
AUT,2008,0,1,12147036.793662481,0,78860.81105845027,25.25075937298458,131.91694616260938,Austria,0.3792645005132882,27.090815099192042,6396.869244553185,0.009464952610310703,-6.995382603152933
BEL,2001,0,1,14909640.288417451,0,4050.7568530420212,21.72650730903383,70.87713805168868,Belgium,0.8224199599806405,10.459045552680335,NA,NA,NA
BEL,2002,0,1,16950408.705125574,0,30034.91206490229,25.42550434639086,23.308183507323264,Belgium,0.723662925288246,11.731434793052616,96094.6225478613,0.0016762855753335868,-5.778125436876183
BEL,2003,0,1,3572337.318553172,0,31308.49074707113,49.4671052182227,49.62142459532711,Belgium,0.1273515613490268,3.391570435589289,94090.25637957265,0.0015252963447579884,-6.428062155174261
BEL,2004,0,1,19658711.69721108,0,50766.92230108835,19.134823507208775,47.3522016297793,Belgium,1.2694539841324557,12.433386745900894,32590.263589379756,0.0035188351454923704,-4.13752905719129
BEL,2005,0,1,4975781.761429188,0,28306.906971448094,32.358808169398124,133.52939033932518,Belgium,1.3585262230907376,15.848095343168513,15365.549661803721,0.011568958815275003,-2.395748543099961
BEL,2006,0,1,18054420.709618457,0,24280.098947277016,29.653525123554903,66.93011866660788,Belgium,1.706749057446383,2.6342838525205234,73949.1412151409,0.010410960099468881,-1.7420970965580342
BEL,2007,0,1,13594731.054813767,0,5451.406778631979,13.157481181256914,97.9787477080524,Belgium,1.6907279434476488,12.566477700691223,57365.16836121557,0.009827988549541849,-4.652126946024353
BEL,2008,0,1,14480968.567982022,0,31290.06405940715,42.753613308277544,106.58928415315225,Belgium,1.8502330513082237,1.5690779085821784,52390.585835508275,0.0056559849826581955,-4.923833289146317
BGD,1999,1,0,62752791.65120092,0,213.3469903227943,1.502702386498222,73.04772251623399,Bangladesh,0.31882632477897405,0.2114544452457039,NA,NA,NA
BGD,2000,1,0,53721971.15926938,0,507.1613985463491,6.273015829137419,89.11256831235626,Bangladesh,0.14098773689025546,1.0165103469296761,NA,NA,NA
BGD,2001,1,0,107240053.62099667,0,509.8074277487749,3.8492286912074167,20.161218364868688,Bangladesh,0.026460639845162615,1.1694839333771816,NA,NA,NA
BGD,2002,1,0,145831521.34532592,0,578.9318599136233,5.554261969761538,99.93973945605933,Bangladesh,0.4631095443580504,0.9095316047211172,NA,NA,NA
BGD,2003,1,0,36763149.08119275,0,554.0667344120299,8.930262913439318,93.90212148294123,Bangladesh,0.08329555446693859,0.37491170780524397,NA,NA,NA
BGD,2004,1,0,116747199.61502287,0,287.8678856487335,6.208410999030265,89.62132259256784,Bangladesh,0.3900054242531359,0.7574490331574462,NA,NA,NA
BGD,2005,1,0,24026402.101789087,0,434.9979941363729,10.290483554077323,73.85901904982119,Bangladesh,0.22939764389356646,1.3086473274023098,NA,NA,NA
BGD,2006,1,0,34197595.826000094,0,216.850240088612,3.546106993443607,105.8003436091449,Bangladesh,0.28485429250084426,1.5940090959411588,NA,NA,NA
BGD,2007,1,0,122040179.74949884,0,492.18944849475787,6.556312382474141,115.56713251474085,Bangladesh,0.19905847945164146,1.1694166604998986,NA,NA,NA
BGD,2008,1,0,260007430.95618856,0,799.8176358619359,5.35318117486492,51.306211733704814,Bangladesh,0.16599309081413224,1.1940456488581026,NA,NA,NA
BGD,2009,1,0,267026352.6720384,0,429.1693176457198,5.782644200504321,27.640492070154657,Bangladesh,0.2561757627663072,1.1872986131801555,NA,NA,NA
BGD,2010,1,0,270980273.14253587,0,1062.5638966260178,9.952159234254216,106.96952583904165,Bangladesh,0.03343845349215341,0.2055764108474074,NA,NA,NA
BGD,2011,1,0,26133288.159792215,0,1480.7526842369043,7.122662965164993,41.4330563363452,Bangladesh,0.29567549680800875,0.21698549966269642,NA,NA,NA
BGD,2012,1,0,173655776.47916514,0,1247.4860892164024,2.157240727555396,77.50961205735925,Bangladesh,0.15116982370258494,0.7198523250963258,NA,NA,NA
BGD,2013,1,0,202544766.56902874,0,1251.2191400597362,12.561192562415293,70.49543017022815,Bangladesh,0.4470042917653164,0.824804397439521,NA,NA,NA
BGD,2014,1,0,156343334.01520854,0,1801.4717112994958,8.19460186778357,12.327978364072742,Bangladesh,0.3469342632769397,0.23434705011335766,NA,NA,NA
BGD,2015,1,0,28795746.257348537,0,1731.6069042986023,12.489759927365391,23.38068631545063,Bangladesh,0.19473310408788175,1.1337480019658994,NA,NA,NA
BGR,2001,0,1,12229516.978734396,0,2345.995407566131,46.5341177365189,87.16010379202665,Bulgaria,0.8681468593459261,1.0099114808443264,NA,NA,NA
BGR,2002,0,1,2511366.6840665294,0,3490.3710257878947,5.975057063173836,124.6439292647876,Bulgaria,0.22147272656525108,0.2012011429504364,68323.07454172887,0.009558883644078798,-5.1961218477077145
BGR,2003,0,1,10479412.472691605,0,3064.9511117607,15.010986160237133,11.957777135968207,Bulgaria,0.3827883221743056,0.5286576189500838,42417.47290558076,0.004449265502651688,-2.4834004846709927
BGR,2004,0,1,2796693.4008492874,0,4381.784694169405,32.78476184794926,93.76392154111528,Bulgaria,0.8886341054154205,1.0358682788460385,43339.09038850916,0.002109358795630031,-1.5645423875812141
BGR,2005,0,1,1306594.4647489404,0,5490.096572288174,37.5259433658077,78.7823106311541,Bulgaria,0.1345101314993128,0.9756397794192458,69445.29122816157,0.007016959983024077,-1.7739334103862432
BGR,2006,0,1,2863875.612323531,0,5969.721139654038,40.33120923473068,30.023651006123977,Bulgaria,0.5811902111310605,0.2580876122869388,72359.83483890837,0.006893001070628177,-1.8065997022895752
BGR,2007,0,1,1621516.7312232126,0,7097.4420464899695,24.771207449432797,122.32272206807974,Bulgaria,0.4444115805848343,0.8040569217822685,40192.543363397504,0.004935964712587441,-2.406832366226112
BGR,2008,0,1,13254045.720412679,0,13503.098921929788,4.079579253949952,75.5928414666187,Bulgaria,0.5449222353109353,1.1079496709641785,104608.79182247937,0.014767841883435077,-5.26949651356956
BRN,1999,1,0,581526.4874852104,1,4984.9575511535495,6.7703748744208605,114.87593875263724,Brunei Darussalam,0.812394642982348,52.123077298197344,NA,NA,NA
BRN,2000,1,0,209961.85088696878,1,33503.48188677609,4.6475878794914465,126.36422703795438,Brunei Darussalam,0.0933420376487244,4.834065069190498,NA,NA,NA
BRN,2001,1,0,283659.46675758297,1,17687.85662253895,4.868982479999124,94.34940597247686,Brunei Darussalam,0.512082241920026,29.39447520094693,NA,NA,NA
BRN,2002,1,0,392419.98100694397,1,29252.84934607934,7.031078698173163,108.53783380301438,Brunei Darussalam,1.348135733525294,45.779830371127645,NA,NA,NA
BRN,2003,1,0,380115.3353324176,1,25422.758146916985,7.495139152554943,68.58332215131192,Brunei Darussalam,0.8779550920156967,21.1737437098214,NA,NA,NA
BRN,2004,1,0,503334.5978951042,1,24765.808990032026,6.291520369346795,63.68368950319779,Brunei Darussalam,0.731650166267503,38.77719236872913,NA,NA,NA
BRN,2005,1,0,235918.9267846003,1,26396.389484132917,2.124340649271746,80.37125324276266,Brunei Darussalam,0.5009294196785554,39.265457939757425,NA,NA,NA
BRN,2006,1,0,405376.2448881779,1,49323.85266024752,5.558254169784043,50.45210121930372,Brunei Darussalam,1.2866870844982943,38.16068135036279,NA,NA,NA
BRN,2007,1,0,366077.38929838064,1,32694.276634594236,7.4369713259524435,140.17557127667243,Brunei Darussalam,1.2806992301754039,22.792313351173018,NA,NA,NA
BRN,2008,1,0,167244.62196106592,1,31169.501856141782,6.455910719019594,55.61538731093732,Brunei Darussalam,0.8154869719297737,13.04503451412257,NA,NA,NA
BRN,2009,1,0,142307.2489498507,1,48188.32429628685,6.8068905142465965,19.123104133178018,Brunei Darussalam,0.231123637717627,47.608004711598994,NA,NA,NA
BRN,2010,1,0,123465.17999116838,1,41570.83904968767,4.481711449706195,75.30104906791946,Brunei Darussalam,0.6598145405984377,45.39446931229684,NA,NA,NA
BRN,2011,1,0,598131.3062538722,1,42589.03378005822,6.899446046390377,138.1919704239486,Brunei Darussalam,0.2807756282806862,40.57260843353414,NA,NA,NA
BRN,2012,1,0,503624.8602358991,1,66322.85371303401,3.807370263013321,89.20341047594977,Brunei Darussalam,1.4317576731563024,9.355869239534119,NA,NA,NA
BRN,2013,1,0,637753.4194010573,1,59343.69506003061,7.85348962555398,66.04076878385767,Brunei Darussalam,0.7018099188257079,24.78967046208776,NA,NA,NA
BRN,2014,1,0,97963.60504601587,1,50660.25135874793,2.6050913310727783,111.96541902859211,Brunei Darussalam,1.2802621091258413,18.187087243926506,NA,NA,NA
BRN,2015,1,0,215472.14183268405,1,6125.2689873874515,4.880705737066172,116.0737299618584,Brunei Darussalam,0.2469744341439526,42.59359454611834,NA,NA,NA
BTN,1999,1,0,1072848.9741553296,1,688.0873794430485,11.99346582887188,79.08332075012336,Bhutan,0.354805227657347,4.908947572559802,NA,NA,NA
BTN,2000,1,0,413724.87241662166,1,621.2464253607985,12.829785132420373,100.69397498461605,Bhutan,0.1950371765376618,7.772808144129684,NA,NA,NA
BTN,2001,1,0,521998.5210626926,1,493.64404412195984,5.61316136610854,105.89160199164226,Bhutan,0.07929499785613267,10.132083468649931,NA,NA,NA
BTN,2002,1,0,257666.0932466248,1,1373.485761718954,6.383991227173902,8.251376244699586,Bhutan,0.3105043618731201,1.6827617450917751,NA,NA,NA
BTN,2003,1,0,230614.00082436204,1,1476.9222878824235,5.814499661922299,49.34037825605762,Bhutan,0.450302099191174,7.414930223205735,NA,NA,NA
BTN,2004,1,0,576208.1830046669,1,1948.2824536632115,3.1969684409300267,52.119781974580974,Bhutan,0.3370490832140646,7.7848232740461984,NA,NA,NA
BTN,2005,1,0,895012.2354602974,1,782.0694055355898,12.03455697824647,60.63884352235496,Bhutan,0.28062353999318784,8.989496995966444,NA,NA,NA
BTN,2006,1,0,877079.366711374,1,661.4716218069412,13.725382881613431,124.17798489701275,Bhutan,0.33927663695529103,6.8698339910826745,NA,NA,NA
BTN,2007,1,0,77970.8746362793,1,3108.3759021839314,2.9268644494169838,10.06529378642351,Bhutan,0.0795670637932182,12.025943971228635,NA,NA,NA
BTN,2008,1,0,133923.32104450406,1,2251.0979186450827,5.7416715803384974,121.17817611351303,Bhutan,0.4662027558740657,2.7278631267588724,NA,NA,NA
BTN,2009,1,0,1286296.9130625916,1,909.4908541416336,11.89629897283396,86.81930855594491,Bhutan,0.599218954660492,5.738076304044947,NA,NA,NA
BTN,2010,1,0,456564.28280804283,1,3472.3671935066536,13.3262092060791,94.85711416613148,Bhutan,0.17666748360081203,4.66905676583996,NA,NA,NA
BTN,2011,1,0,1065134.7957898667,1,1887.2230850848903,11.984164155409557,122.37746612652563,Bhutan,0.15561244688535572,9.058694303372675,NA,NA,NA
BTN,2012,1,0,1249795.2274316736,1,4410.7709144920445,2.885823384021746,39.661196236413524,Bhutan,0.644179056001484,3.4310641410184797,NA,NA,NA
BTN,2013,1,0,164308.5961949809,1,1310.6710966579794,15.33114123738554,51.08652273164168,Bhutan,0.3316223615070982,13.360476051620097,NA,NA,NA
BTN,2014,1,0,873484.723637906,1,2912.444977632375,14.919182448094361,87.14502678471209,Bhutan,0.2648347556531727,3.3727424349572313,NA,NA,NA
BTN,2015,1,0,1204691.1780341195,1,2105.664983635712,9.234468774948605,51.59039720039182,Bhutan,0.6656584784644937,0.8639631993647621,NA,NA,NA
CAN,1999,1,0,47659787.36658341,0,26418.556025003076,12.966997328297547,133.21488868631423,Canada,1.3594058358062249,3.9569858759884404,NA,NA,NA
CAN,2000,1,0,47393484.01905471,0,16844.513700841064,4.204734311569068,52.27714529485442,Canada,0.6671697220959543,4.849582762513711,NA,NA,NA
CAN,2001,1,0,16844802.90934442,0,26810.54779497262,8.595924316537232,122.70217354279944,Canada,0.2528905960538891,13.040788300419397,NA,NA,NA
CAN,2002,1,0,19725349.43536443,0,17290.20600664288,7.627125490639521,20.929459874983877,Canada,1.1539614318409115,22.41371536558095,NA,NA,NA
CAN,2003,1,0,40677303.6769023,0,10953.28810119626,5.4866433073910805,32.612033350886776,Canada,0.5920713647635913,32.00731521852007,NA,NA,NA
CAN,2004,1,0,31959881.763706166,0,53614.01797541991,26.1203810818691,155.45472551003564,Canada,0.5696233202807046,1.996397855657296,NA,NA,NA
CAN,2005,1,0,22820643.50611209,0,54960.341728704334,27.708353117313646,17.873261558888473,Canada,1.3318163059408228,26.584105173508945,NA,NA,NA
CAN,2006,1,0,8481464.479253817,0,36275.92897593323,13.21942045980278,83.87469502151478,Canada,1.340993076193858,24.918945289097085,NA,NA,NA
CAN,2007,1,0,9128873.324644934,0,42535.74244975725,36.50525405350777,137.20850304947237,Canada,0.15585524806973894,20.178866234635507,NA,NA,NA
CAN,2008,1,0,27566564.407025002,0,28471.05258602757,20.909140551633392,24.724432846484703,Canada,0.4877866639437741,33.296362464480794,NA,NA,NA
CAN,2009,1,0,34460264.38148263,0,28443.73253101157,10.037109043165607,155.10570135362445,Canada,0.896002497641473,31.027087641209114,NA,NA,NA
CAN,2010,1,0,32897015.064837743,0,9846.83151750786,8.004344997088841,84.65677275899797,Canada,0.6624348731555161,3.3247597592199085,NA,NA,NA
CAN,2011,1,0,4277220.489867892,0,24397.58795635197,33.373385154248275,42.722486811615525,Canada,1.4635011816617958,15.409470252672747,NA,NA,NA
CAN,2012,1,0,48017700.92774839,0,51069.6450149787,38.693970964005125,152.6461928172875,Canada,1.3324484411681374,37.25784114518907,NA,NA,NA
CAN,2013,1,0,56844256.83435907,0,15464.14368947089,29.37225015202592,109.71417350098493,Canada,0.35964555795878733,11.177278306276035,NA,NA,NA
CAN,2014,1,0,6816483.522058651,0,80665.65901779427,38.63465449222718,146.30475570877084,Canada,0.7724758160281181,24.717701728259865,NA,NA,NA
CAN,2015,1,0,33957228.798998006,0,40839.22184641801,22.6505785062381,67.36454985234886,Canada,1.0480281612710418,17.916625023972045,NA,NA,NA
CHE,2001,0,1,4015595.791040259,0,20077.890019859107,32.973910539327754,50.60345799422822,Switzerland,1.278042263273266,29.86477577256107,NA,NA,NA
CHE,2002,0,1,1427811.8502500597,0,13584.142608193593,6.789669479619661,13.471040735752325,Switzerland,0.08395588983805247,32.89460232303849,79926.79679289804,0.009903482743134056,-3.301312144233492
CHE,2003,0,1,5128612.065390275,0,64561.93380075327,36.662258186772306,35.39339055478573,Switzerland,0.18561283455760869,11.231007438834437,110194.69177337436,0.005009633736939409,-2.3307158734973332
CHE,2004,0,1,6231765.120424598,0,16252.228561900738,27.999548368767755,135.54069607988467,Switzerland,1.2053166677705458,13.070546324639988,80257.99487282366,0.01812213558696252,-7.544926116539216
CHE,2005,0,1,7080342.209432951,0,69948.94244872339,4.854569210582014,84.1478800676344,Switzerland,1.1303470147852002,45.23671177228063,67214.51878088618,0.0045063976478156445,-3.5715039985763672
CHE,2006,0,1,11022645.374088634,0,24157.396990771012,3.5641489350511257,8.773019577004007,Switzerland,0.6317892502164841,36.5497026865586,53247.74463468871,0.015557622480848542,-1.5258857224496847
CHE,2007,0,1,3442629.0332566584,0,56134.70269788024,43.38958155242331,140.76974740761332,Switzerland,1.2431711780552426,7.474508253111434,48082.39367580345,0.01628368685694455,-5.8048120348764165
CHE,2008,0,1,13603827.908834394,0,23004.55844510747,23.440854715673833,147.55505102800208,Switzerland,0.20987441055977907,36.072155382889875,111340.94467529083,0.012151391405559526,-0.995428966554532
CHN,1999,1,0,2195256210.031526,0,1413.067827398289,9.529395708586852,38.67226163931452,China,0.53308927975307,0.0717512963861757,NA,NA,NA
CHN,2000,1,0,2011020528.8279848,0,333.561673786828,13.776601571853229,117.07307209907333,China,0.6812290525609552,0.04896620367513231,NA,NA,NA
CHN,2001,1,0,984846334.2555301,0,1936.026583353867,7.025104348996604,113.12236744406904,China,0.45526394069103243,0.047810140418883054,NA,NA,NA
CHN,2002,1,0,255277244.15647936,0,717.2931151469373,4.60079549117556,36.96493366636349,China,0.19555228488054124,0.033981826598392766,NA,NA,NA
CHN,2003,1,0,226613114.7315066,0,695.8569552125998,18.275533391887024,8.677467608111627,China,0.3586085364275724,0.07782122848185963,NA,NA,NA
CHN,2004,1,0,457951829.2755891,0,561.0314271201627,17.811185828966863,86.08565633030074,China,0.3706593796585239,0.06346837185013704,NA,NA,NA
CHN,2005,1,0,1943763677.534299,0,602.8415460030953,10.445219581271735,41.404797423323146,China,0.6129298365067904,0.0534799378266749,NA,NA,NA
CHN,2006,1,0,2230185266.572281,0,3705.9183469940936,2.087231616446685,124.1676679211231,China,0.23769689735575392,0.06272436434499272,NA,NA,NA
CHN,2007,1,0,1229096191.010521,0,1827.0009809197693,19.66789583491738,25.512106115620952,China,0.48272143256931477,0.09551712142112206,NA,NA,NA
CHN,2008,1,0,1969704053.0737286,0,2663.0082720146365,5.818996150488321,20.554374151209842,China,0.6031321974010604,0.047768191968839135,NA,NA,NA
CHN,2009,1,0,1035813983.3108268,0,6430.682868760849,2.379363511756674,96.6842069319032,China,0.6316186643519439,0.10805485703700127,NA,NA,NA
CHN,2010,1,0,742853657.9069502,0,2581.4597308900966,17.857859323270524,129.8902174349176,China,0.5307627532805064,0.09255797527518013,NA,NA,NA
CHN,2011,1,0,2000114021.336621,0,3488.675086136283,21.219992590381626,68.90017468159189,China,0.9039216802334287,0.0843556195469963,NA,NA,NA
CHN,2012,1,0,1250217273.076386,0,5259.345348611442,13.021455724229813,36.659271288948695,China,0.20609280264801816,0.01128897325112408,NA,NA,NA
CHN,2013,1,0,1507614878.8143125,0,5205.807237568604,11.600063039965042,35.9486866614304,China,0.16853781784359084,0.04919554798520257,NA,NA,NA
CHN,2014,1,0,1557442216.7061818,0,8331.277812200937,17.34715839679608,132.5622187120257,China,0.8121028677287787,0.11415760668338579,NA,NA,NA
CHN,2015,1,0,533717202.7214258,0,6684.028485984952,16.55034671519707,68.25941022045761,China,0.9687912832600997,0.028527725648098926,NA,NA,NA
COK,1999,1,0,32472.29616833059,1,9503.540590177414,NA,NA,Cook Islands,0.4521095581411272,18.97354623924864,NA,NA,NA
COK,2000,1,0,14631.403351191897,1,8768.360409325458,NA,47.367578585585576,Cook Islands,0.17736607645600005,25.52450241423613,NA,NA,NA
COK,2001,1,0,4286.125270618359,1,2853.81398423144,NA,NA,Cook Islands,0.25621362314298746,13.753197068678373,NA,NA,NA
COK,2002,1,0,17679.122545706014,1,7949.711234555545,NA,NA,Cook Islands,0.9839275283251108,19.98255296944497,NA,NA,NA
COK,2003,1,0,21937.25808539665,1,1192.6573868952146,NA,38.62751052996371,Cook Islands,0.17895008184076944,3.064527770360309,NA,NA,NA
COK,2004,1,0,2491.4201516248286,1,5521.213380894296,NA,NA,Cook Islands,0.4021997004169952,22.787419533599678,NA,NA,NA
COK,2005,1,0,24853.795913765673,1,15817.595895716739,NA,NA,Cook Islands,1.2592226853750899,31.66431615863821,NA,NA,NA
