year,i_iso3,j_iso3,trade
2000,CHN,LAO,59711899.63002841
2000,CHN,LKA,496508525.5483468
2000,CHN,MAC,276032545.47801495
2000,CHN,MDV,1876916.0239038835
2000,CHN,MHL,1251010.116416712
2000,CHN,MMR,754361502.8755469
2000,CHN,MNG,158484518.24257827
2000,CHN,MYS,5134376421.820351
2000,CHN,NCL,21158886.93705733
2000,CHN,NPL,170978803.52206028
2000,CHN,NRU,23773.03057528529
2000,CHN,NZL,236424801.33299488
2000,CHN,PAK,486175680.8788936
2000,CHN,PHL,1809084186.9916267
2000,CHN,PLW,3015878.1336295446
2000,CHN,PNG,40826696.920430034
2000,CHN,PRK,145854732.14254212
2000,CHN,PYF,24755772.789132692
2000,CHN,ROA,19475237815.53475
2000,CHN,SCA,13260082646.580805
2000,CHN,SGP,8592321121.615873
2000,CHN,SLB,935284.6677984635
2000,CHN,THA,2811135507.687635
2000,CHN,TON,2269596.366031214
2000,CHN,USA,119181464212.56252
2000,CHN,VNM,1510871768.3049643
2000,CHN,VUT,755185.9677053117
2000,CHN,WLF,912557.3434771732
2000,CHN,WSM,1760715.8708604919
2000,COK,AFR,182492.49179545348
2000,COK,AUS,3861955.339580748
2000,COK,BGD,25828.068246450046
2000,COK,CAN,17026.788826644977
2000,COK,CHN,922.47333622016
2000,COK,EUR,740639.1113234544
2000,COK,IDN,364574.95528531907
2000,COK,JPN,2519734.8016727627
2000,COK,KOR,45643.38002879429
2000,COK,LKA,3710.8462047962935
2000,COK,NZL,272475.6337476354
2000,COK,PHL,55643.24202292859
2000,COK,ROA,3571.507449579984
2000,COK,SCA,221031.59257917144
2000,COK,SGP,9897.06877614595
2000,COK,THA,14239.07608799031
2000,COK,USA,2988813.841236935
2000,COK,VNM,200727.40891063586
2000,EUR,AFG,103939341.75861433
2000,EUR,AFR,85517382881.37808
2000,EUR,AUS,8306774886.6633005
2000,EUR,BGD,1044338177.8925129
2000,EUR,BRN,409008786.04145604
2000,EUR,BTN,15823184.683280107
2000,EUR,CAN,21540105151.873344
2000,EUR,CHN,33029826437.315228
2000,EUR,COK,180884.46597963816
2000,EUR,FJI,26476499.049814727
2000,EUR,FSM,1375360.2904100993
2000,EUR,GUM,92818.0338863747
2000,EUR,HKG,33390108039.956234
2000,EUR,IDN,7178411997.695
2000,EUR,IND,18190554272.204006
2000,EUR,IRN,1233209466.530754
2000,EUR,JPN,29203020169.829082
2000,EUR,KHM,119363318.77883565
2000,EUR,KIR,242947.45253463578
2000,EUR,KOR,11605168409.957478
2000,EUR,LAO,23369806.5613979
2000,EUR,LKA,692265743.0474703
2000,EUR,MAC,142872724.83053386
2000,EUR,MDV,62599518.00232053
2000,EUR,MHL,27480564.454424165
2000,EUR,MMR,175170518.1458485
2000,EUR,MNG,199438806.74156207
2000,EUR,MNP,8313854.330787301
2000,EUR,MYS,8610667125.767105
2000,EUR,NCL,911099677.9539828
2000,EUR,NIU,1191915.485690596
2000,EUR,NPL,150709888.79641056
2000,EUR,NRU,4112504.063300336
2000,EUR,NZL,238122416.21592307
2000,EUR,PAK,1830577371.583236
2000,EUR,PHL,4906713263.505261
2000,EUR,PLW,186111.61966075093
2000,EUR,PNG,51670229.79466635
2000,EUR,PRK,246993904.76879698
2000,EUR,PYF,628523397.596654
2000,EUR,ROA,67568852995.04928
2000,EUR,SCA,113852907435.20126
2000,EUR,SGP,30756274116.513588
2000,EUR,SLB,4998928.085243592
2000,EUR,THA,11689839037.285933
2000,EUR,TKL,815167.3791935917
2000,EUR,TLS,3804869.9125826065
2000,EUR,TON,291897.63274418586
2000,EUR,TUV,2075673.7581248512
2000,EUR,USA,360297680387.47015
2000,EUR,VNM,1199780881.2075973
2000,EUR,VUT,3130861.8787068585
2000,EUR,WLF,16311361.994365133
2000,EUR,WSM,2476060.54429781
2000,FJI,AFR,450848.0057964772
2000,FJI,AUS,81121886.85192704
2000,FJI,BGD,411853.59588114254
2000,FJI,CAN,1501350.892249043
2000,FJI,CHN,38773.2823822026
2000,FJI,EUR,180976043.78914875
2000,FJI,HKG,13024391.961263947
2000,FJI,IDN,1907356.7854397935
2000,FJI,IND,17128.57149185054
2000,FJI,JPN,35163425.700594515
2000,FJI,KOR,9407523.30852428
2000,FJI,MYS,3294213.5208328925
2000,FJI,NCL,282606.5229826593
2000,FJI,NZL,42704645.23233551
2000,FJI,PAK,15742.639206088239
2000,FJI,PHL,911188.815367497
2000,FJI,PNG,1828662.8776696213
2000,FJI,PYF,3832237.8521007597
2000,FJI,ROA,512167.04613850685
2000,FJI,SCA,685435.7190322328
2000,FJI,SGP,2287286.9170408053
2000,FJI,THA,17968.682063525775
2000,FJI,TON,7809186.981653632
2000,FJI,USA,240623303.405084
2000,FJI,WLF,2599853.3872826076
2000,FSM,AFR,11514.321908106887
2000,FSM,AUS,57124.36587248425
2000,FSM,CHN,15739.905719831586
2000,FSM,EUR,40619.444870244064
2000,FSM,HKG,471886.08643245185
2000,FSM,JPN,9046539.094627332
2000,FSM,KOR,116920.38698794764
2000,FSM,ROA,90.73779340665787
2000,FSM,SCA,266542.8265722331
2000,FSM,THA,9774966.203059383
2000,FSM,USA,20351935.699981976
2000,GUM,AFR,7960.69166533649
2000,GUM,AUS,32070.66664417158
2000,GUM,CAN,850926.3668382599
2000,GUM,EUR,47891.44777171538
2000,GUM,IDN,43539.45540449908
2000,GUM,JPN,90106484.05004308
2000,GUM,KOR,39838610.9210636
2000,GUM,MYS,5897.627238036227
2000,GUM,NZL,385506.7436491522
2000,GUM,PHL,2030123.1798577867
2000,GUM,PNG,33937.25824812222
2000,GUM,ROA,420361.00653382577
2000,GUM,SCA,8184.6489518957205
2000,GUM,SGP,30179090.608286224
2000,GUM,THA,232353.50133509835
2000,GUM,VNM,43073.178042517975
2000,HKG,AFG,6850266.460135201
2000,HKG,AFR,2150382907.2413015
2000,HKG,AUS,2080781740.2673683
2000,HKG,BGD,442182469.41528094
2000,HKG,BRN,40598351.80536853
2000,HKG,BTN,171739.74483428174
2000,HKG,CAN,3901035700.7605076
2000,HKG,CHN,8264813409.098827
2000,HKG,EUR,6094924617.102869
2000,HKG,FJI,46740803.92417647
2000,HKG,FSM,9289364.430651817
2000,HKG,IDN,211353843.89559495
2000,HKG,IND,760797533.58059
2000,HKG,IRN,13667408.937518958
2000,HKG,JPN,9567528205.870176
2000,HKG,KHM,313195555.77921903
2000,HKG,KIR,381684.88479841576
2000,HKG,KOR,1176302187.9965937
2000,HKG,LAO,10494264.896380134
2000,HKG,LKA,545153239.3792987
2000,HKG,MAC,363674438.44354373
2000,HKG,MDV,3827688.87411083
2000,HKG,MMR,78129109.51225233
2000,HKG,MNG,17762066.341890078
2000,HKG,MYS,3210478220.086985
2000,HKG,NCL,7661116.624052007
2000,HKG,NPL,52000019.73380547
2000,HKG,NRU,363674.04901567736
2000,HKG,NZL,279234055.3927821
2000,HKG,PAK,81102582.6145336
2000,HKG,PHL,522235841.7810509
2000,HKG,PNG,16470843.62097105
2000,HKG,PRK,113270059.35432214
2000,HKG,PYF,8389942.59308071
2000,HKG,ROA,4456735794.099399
2000,HKG,SCA,5072309238.445698
2000,HKG,SGP,1351785305.2667308
2000,HKG,SLB,1310466.3793364533
2000,HKG,THA,2104506518.653542
2000,HKG,TON,496419.70350912143
2000,HKG,TUV,94380.41105166226
2000,HKG,USA,10270446539.30074
2000,HKG,VNM,301652939.4014565
2000,HKG,VUT,3269028.6108214855
2000,HKG,WLF,49800.03444232489
2000,HKG,WSM,452635.912730851
2000,IDN,AFG,8917279.861307878
2000,IDN,AFR,1027297132.8022743
2000,IDN,ASM,1360000.4536990658
2000,IDN,AUS,1858461247.3263664
2000,IDN,BGD,123084815.58754385
2000,IDN,BRN,2694288.460232172
2000,IDN,BTN,68207.51267418583
2000,IDN,CAN,579359050.1989743
2000,IDN,CHN,3830546828.1678543
2000,IDN,COK,645218.6814816917
2000,IDN,EUR,16280839621.776215
2000,IDN,FJI,20014669.93665586
2000,IDN,FSM,34023.58359809728
2000,IDN,GUM,767048.7473252893
2000,IDN,HKG,1896119792.699039
2000,IDN,IND,509503007.9323391
2000,IDN,IRN,292661367.29726076
2000,IDN,JPN,21426980923.494194
2000,IDN,KHM,16909965.83215815
2000,IDN,KIR,396856.1470459767
2000,IDN,KOR,5606561561.748109
2000,IDN,LAO,721806.8181912781
2000,IDN,LKA,114043675.28214583
2000,IDN,MAC,9380868.364591848
2000,IDN,MDV,4875183.2307157535
2000,IDN,MHL,50613.91293333843
2000,IDN,MMR,9104989.743382417
2000,IDN,MNG,2360076.909127186
2000,IDN,MNP,74513.71063340083
2000,IDN,MYS,3724179459.26832
2000,IDN,NCL,6827101.912405489
2000,IDN,NIU,1699488.5122383437
2000,IDN,NPL,9697574.101516489
2000,IDN,NRU,542889.7753393902
2000,IDN,NZL,185259959.59654257
2000,IDN,PAK,273537482.45748514
2000,IDN,PHL,783502343.6616156
2000,IDN,PLW,1237572.7222368773
2000,IDN,PNG,7646534.124794569
2000,IDN,PRK,4521027.851833379
2000,IDN,PYF,7239296.378979659
2000,IDN,ROA,7443092582.128857
2000,IDN,SCA,974372106.1677643
2000,IDN,SGP,8859753732.357656
2000,IDN,SLB,391998.46882797417
2000,IDN,THA,929541349.2462521
2000,IDN,TKL,1229606.5706821233
2000,IDN,TLS,15761036.019043908
2000,IDN,TON,1292413.780002069
2000,IDN,TUV,9635.1696065126
2000,IDN,USA,2278901444.6242275
2000,IDN,VNM,428363625.6073388
2000,IDN,VUT,371455.48502586584
2000,IDN,WLF,95988.83753229602
2000,IDN,WSM,866392.4511244319
2000,IND,AFG,24207268.654251665
2000,IND,AFR,3745589406.1701
2000,IND,ASM,81240.49244856536
2000,IND,AUS,599978812.5611604
2000,IND,BGD,728966123.4564921
2000,IND,BRN,4048965.996864469
2000,IND,BTN,1397494.3487672214
2000,IND,CAN,1091021752.4684503
2000,IND,CHN,817335492.6940436
2000,IND,COK,14935.459485328014
2000,IND,EUR,1743426715.286148
2000,IND,FJI,6146305.522904992
2000,IND,GUM,61991.37254992863
2000,IND,HKG,2089044871.34374
2000,IND,IDN,570503916.064939
2000,IND,IRN,119292690.96455435
2000,IND,JPN,1683265784.4403906
2000,IND,KHM,13961547.79535583
2000,IND,KIR,238611.94948435656
2000,IND,KOR,445123419.1520815
2000,IND,LAO,1323354.462527623
2000,IND,LKA,760780429.3411041
2000,IND,MAC,2226785.0338272657
2000,IND,MDV,20701363.208062373
2000,IND,MMR,26177056.384940974
2000,IND,MNG,2149745.383095599
2000,IND,MYS,758824732.3199648
2000,IND,NCL,1258551.1916524204
2000,IND,NIU,3015.3424070278174
2000,IND,NPL,169884516.37140235
2000,IND,NRU,56856.21627424993
2000,IND,NZL,88450867.48797038
2000,IND,PAK,108156132.44650313
2000,IND,PHL,278267381.34732807
2000,IND,PNG,10990764.867329214
2000,IND,PRK,228508023.05960032
2000,IND,PYF,136251.4229396286
2000,IND,ROA,8389588911.039753
2000,IND,SCA,459463189.8379013
2000,IND,SGP,1473095495.2439475
2000,IND,SLB,712610.1863559731
2000,IND,THA,865921006.3244507
2000,IND,TKL,276936.7737593218
2000,IND,TLS,10839437.130796682
2000,IND,TON,296953.2203331264
2000,IND,USA,8147143183.396923
2000,IND,VNM,286521533.40115005
2000,IND,VUT,263142.45478286175
2000,IND,WLF,51551.67288061101
2000,IND,WSM,1579071.4082483936
2000,IRN,AFG,13175131.671368502
2000,IRN,AFR,3458372258.6662807
2000,IRN,AUS,4645703.116084291
2000,IRN,BGD,28946694.098594986
2000,IRN,BRN,97229.84649871662
2000,IRN,CAN,94645253.55347583
2000,IRN,CHN,407232134.2944311
2000,IRN,EUR,4179711724.1052017
2000,IRN,HKG,68442952.86579734
2000,IRN,IDN,34587426.264129356
2000,IRN,IND,577326425.7742934
2000,IRN,JPN,1880100603.6025558
2000,IRN,KOR,1200577174.1267483
2000,IRN,LKA,21590004.722341835
2000,IRN,MAC,7211.284381413692
2000,IRN,MDV,9335.257878092398
2000,IRN,MMR,1153991.3278598497
2000,IRN,MYS,80208036.51807511
2000,IRN,NCL,52705.13066490516
2000,IRN,NPL,138475.07428269682
2000,IRN,NZL,1706667.8920365754
2000,IRN,PAK,23266095.151623636
2000,IRN,PHL,118361939.5360763
2000,IRN,PNG,13383.13780267043
2000,IRN,PRK,3330.134574859403
2000,IRN,PYF,165709.11630006548
2000,IRN,ROA,7601718567.756814
2000,IRN,SCA,1041086959.7281928
2000,IRN,SGP,642710859.795241
2000,IRN,THA,239428608.59801403
2000,IRN,USA,201809167.1355322
2000,IRN,VNM,3832141.6873891056
2000,IRN,WLF,227.88067651987075
2000,JPN,AFG,89285717.04157226
2000,JPN,AFR,10042286049.877739
2000,JPN,ASM,2405132.3677318813
2000,JPN,AUS,1103786820.7719822
2000,JPN,BGD,743704628.1778457
2000,JPN,BRN,20771118.429643817
2000,JPN,BTN,10317988.058407534
2000,JPN,CAN,10595239434.083227
2000,JPN,CHN,41729725701.644875
2000,JPN,COK,850547.1380925365
2000,JPN,EUR,61424955398.21968
2000,JPN,FJI,32359143.212946042
2000,JPN,FSM,13340717.546932958
2000,JPN,GUM,85204337.39774379
2000,JPN,HKG,32108528020.456753
2000,JPN,IDN,8392129891.019722
2000,JPN,IND,883859164.155679
2000,JPN,IRN,278785168.20057726
2000,JPN,KHM,57374547.76043659
2000,JPN,KIR,14692049.375274822
2000,JPN,KOR,19940940876.535652
2000,JPN,LAO,39943637.616256885
2000,JPN,LKA,108321385.84834069
2000,JPN,MAC,215309000.34375846
2000,JPN,MDV,7722711.754183076
2000,JPN,MHL,203685456.9690869
2000,JPN,MMR,215101066.54376706
2000,JPN,MNG,14216089.607463434
2000,JPN,MNP,51477440.31983198
2000,JPN,MYS,6122950992.143723
2000,JPN,NCL,39639956.86298417
2000,JPN,NIU,13727.011321013608
2000,JPN,NPL,54698982.20326589
2000,JPN,NRU,75463.81021308228
2000,JPN,NZL,1766441886.1859431
2000,JPN,PAK,525253789.72190577
2000,JPN,PHL,14520565368.709694
2000,JPN,PLW,10928829.326502329
2000,JPN,PNG,126608461.29896134
2000,JPN,PRK,311024844.00562084
2000,JPN,PYF,35419617.39568609
2000,JPN,ROA,87487132700.99509
2000,JPN,SCA,3229319821.0747643
2000,JPN,SGP,31839419435.619087
2000,JPN,SLB,4396199.956657373
2000,JPN,THA,15867507950.22181
2000,JPN,TKL,32751.596868033706
2000,JPN,TLS,12920363.407018242
2000,JPN,TON,1529825.250341571
2000,JPN,TUV,136885.9784096377
2000,JPN,USA,88753063782.09073
2000,JPN,VNM,770029979.4502802
2000,JPN,VUT,16793243.532490976
2000,JPN,WLF,2714559.052174054
2000,JPN,WSM,27620094.974330097
2000,KHM,AFR,863964.3702108492
2000,KHM,AUS,1878254.3073412287
2000,KHM,BGD,16263.21441246285
2000,KHM,BRN,80370.41257814126
2000,KHM,CAN,8969957.74054264
2000,KHM,CHN,35927578.61083532
2000,KHM,EUR,595088724.7253596
2000,KHM,HKG,241690168.65993446
2000,KHM,IDN,245088.4853271793
2000,KHM,IND,1271654.4891373687
2000,KHM,IRN,2126.6583901165054
2000,KHM,JPN,44633115.210579485
2000,KHM,KOR,2632687.747828849
2000,KHM,LAO,1967498.0552691482
2000,KHM,LKA,337314.42987452785
2000,KHM,MAC,34639.961629788166
2000,KHM,MMR,2207.4748046908517
2000,KHM,MYS,12749388.915868571
2000,KHM,NCL,28483.49311922458
2000,KHM,NPL,747.2264966703021
2000,KHM,NZL,677608.9071783158
2000,KHM,PAK,369874.2169850031
2000,KHM,PHL,880844.0628891063
2000,KHM,PNG,4343.083203787637
2000,KHM,PRK,35538.28876657458
2000,KHM,PYF,15861.0688915723
2000,KHM,ROA,10949582.347131155
2000,KHM,SCA,3480883.738683976
2000,KHM,SGP,84594419.2638724
2000,KHM,THA,10991505.001763796
2000,KHM,USA,377254550.8395779
2000,KHM,VNM,52474558.16822095
2000,KIR,AFR,186270.72666346154
2000,KIR,AUS,218328.760336224
2000,KIR,BGD,1264737.7165287181
2000,KIR,CAN,5555.833138441667
2000,KIR,CHN,61.628990351362155
2000,KIR,EUR,128029.01656231101
2000,KIR,HKG,94173.61930389516
2000,KIR,IND,36.988823387771845
2000,KIR,JPN,9749217.127686497
2000,KIR,ROA,5437.07735102484
